row_index,country,date,file_name,link,region,story,title,country_simple,story_title,story_link,lat,lng,Category
1013,Mali,24/11/2014 16:08,"UNICEF OPSCEN Brief - Monday, 24 November 2014.docx",Reuters - http://www.trust.org/item/20141122223840-09s5t/?source=search,West and Central Africa,"Suspected militant fighters kidnapped 10 children and killed two others who tried to escape near two towns in Mali on 22 November, capping a week of violence in the north, a senior Malian military official said. Al Qaeda-linked Islamists seized northern Mali in 2012, forcing a French-led military intervention last year that scattered the fighters across a vast region with porous borders. However, they continue to carry out insurgent-style attacks.","Suspected militant fighters kill two children, abduct 10",mali,"Suspected militant fighters kill two children, abduct 10",Reuters - http://www.trust.org/item/20141122223840-09s5t/?source=search,17.570692,-3.996166,disaster
1014,Togo,24/11/2014 16:08,"UNICEF OPSCEN Brief - Monday, 24 November 2014.docx",Reuters - http://www.reuters.com/article/2014/11/21/us-togo-politics-protests-idUSKCN0J51YI20141121,West and Central Africa,"Security forces in Togo's capital Lome fired tear gas on Friday at stone-throwing opposition supporters who were among thousands of people marching against a potential reelection bid by the president. The demonstrators were calling on the government to implement an agreed presidential term limit under which President Faure Gnassingbe would step down next year. They had been granted permission to finish their march in the capital Lome with a seafront rally. When they deviated from the route, moving into the city center and heading towards parliament, their path was blocked by gendarmes.",Opposition marchers clash with security forces,togo,Opposition marchers clash with security forces,Reuters - http://www.reuters.com/article/2014/11/21/us-togo-politics-protests-idUSKCN0J51YI20141121,8.619543,0.824782,disaster
1015,Nigeria,24/11/2014 16:08,"UNICEF OPSCEN Brief - Monday, 24 November 2014.docx",AFP - http://www.nation.co.ke/news/africa/Boko-Haram-Borno-State-Attack/-/1066/2532448/-/lon0syz/-/index.html,West and Central Africa,"Suspected Boko Haram extremists killed 48 fish vendors after setting up a roadblock near Nigeria's border with Chad, the head of their association said Sunday, in the latest violence to hit the country's volatile northeast. The attackers set up a barricade at Dogon Fili, 15 km from Doron Baga in Borno state, and stopped a convoy of fish vendors around midday, slaughtering some of them and drowning others in the lake. It was unclear if the motive for the gruesome attack was robbery or if there were other reasons for the killings. Boko Haram has at times targeted residents seemingly indiscriminately in its deadly insurgency.",Boko Haram kills 48 fish vendors in the northeast,nigeria,Boko Haram kills 48 fish vendors in the northeast,AFP - http://www.nation.co.ke/news/africa/Boko-Haram-Borno-State-Attack/-/1066/2532448/-/lon0syz/-/index.html,9.081999,8.675277,disaster
1016,Across CEE/CIS,25/08/2014 13:20,"UNICEF OPSCEN Brief - Monday, 25 August 2014.docx",AFP - http://www.channelnewsasia.com/news/world/kiev-west-slam-russia-s/1326168.html,Central and Eastern Europe and the Commonwealth of Independent States,"A first group of trucks reached Lugansk, which has been without water and power for weeks, after making its way along a perilous route from the border, a local official said. The European Union (EU) and the United States demanded that Russia immediately withdraw the convoy, amid fears the cargo could shore up pro-Moscow rebels fighting Kiev's forces. Washington warned Russia it could face further sanctions, while the United Nations (UN) Security Council expressed concern that the move could lead to an escalation in the four-month conflict.","EU, US slam Russian aid convoy to east Ukraine",,"EU, US slam Russian aid convoy to east Ukraine",AFP - http://www.channelnewsasia.com/news/world/kiev-west-slam-russia-s/1326168.html,0,0,disaster
1017,Ukraine,25/08/2014 13:20,"UNICEF OPSCEN Brief - Monday, 25 August 2014.docx",AI - http://www.amnesty.org/en/for-media/press-releases/separatist-forces-ukraine-threaten-mass-executions-2014-08-22,Central and Eastern Europe and the Commonwealth of Independent States,"The armed group calling itself the Donetsk Peoples Republic (DPR) must not carry out 'executions', including a reported threat of killing prisoners facing life sentences, Amnesty International said. The Ukraines National Security and Defense Council announced that fighters from the group had seized a penitentiary institution in Donetsk and threatened to kill all prisoners facing life sentences, forcing the others to join their ranks. The DPR introduced what it refers to as a Criminal Code on 17 August, providing the death penalty for a number of crimes including treason, looting and espionage.",Separatist forces accused of threatening mass executions,ukraine,Separatist forces accused of threatening mass executions,AI - http://www.amnesty.org/en/for-media/press-releases/separatist-forces-ukraine-threaten-mass-executions-2014-08-22,48.379433,31.16558,disaster
1018,DPR Korea,25/08/2014 13:20,"UNICEF OPSCEN Brief - Monday, 25 August 2014.docx",AP - http://www.usnews.com/news/politics/articles/2014/08/22/un-warns-its-food-aid-program-in-nkorea-at-risk,East Asia and Pacific,"WFP says it may have to shut down its operations in DPR Korea by early next year unless it gets more funding from international donors by this fall. The U.N. agency has already scaled back its planned two-year, $200 million program to feed 2.4 million people because it has only enough funds to cover about a quarter of the cost. Its regional director for Asia, Kenro Oshidari, tells The Associated Press that to run a credible nutritional program, aimed at preventing stunting in children, it needs about $50 million more. That would target about 670,000 children aged under 2 and mothers. He says that without a replenishment of money by November, the program could be forced to shut down operations by February 2015.","WFP says without more funding, it may pull out",north korea,"WFP says without more funding, it may pull out",AP - http://www.usnews.com/news/politics/articles/2014/08/22/un-warns-its-food-aid-program-in-nkorea-at-risk,40.339852,127.510093,disaster
1019,Malaysia,25/08/2014 13:20,"UNICEF OPSCEN Brief - Monday, 25 August 2014.docx",DPA - http://www.iol.co.za/news/world/925-held-in-malaysia-security-swoop-1.1739881,East Asia and Pacific,"Nearly 1,000 people were detained on Saturday when security forces swooped on a squatter settlement in eastern Malaysia, suspected to be a haven for criminals, a security official said. Malaysian authorities have enforced a dusk-to-dawn curfew in several areas in Sabah since last month to stop intrusions of suspected Filipino militants. A Malaysian police officer was killed and another officer kidnapped in an attack by suspected Abu Sayyaf rebels in a resort in nearby Semporna town in July.","Nearly 1,000 people detained in eastern security operations",malaysia,"Nearly 1,000 people detained in eastern security operations",DPA - http://www.iol.co.za/news/world/925-held-in-malaysia-security-swoop-1.1739881,4.210484,101.975766,disaster
1020,Myanmar,25/08/2014 13:20,"UNICEF OPSCEN Brief - Monday, 25 August 2014.docx",Myanmar Times - http://www.mmtimes.com/index.php/national-news/11444-over-310-000-in-rakhine-state-still-need-aid.html,East Asia and Pacific,"Two years after inter-communal violence first broke out in Rakhine State more than 310,000 people are still in need of humanitarian assistance there, says OCHA. Those in need included both Muslim and ethnic Rakhine residents. The number of international humanitarian staff in Rakhine State decreased sharply after attacks on UN and NGO facilities in March following accusations that they favoured Muslims.","Over 310,000 in Rakhine State still need aid",myanmar,"Over 310,000 in Rakhine State still need aid",Myanmar Times - http://www.mmtimes.com/index.php/national-news/11444-over-310-000-in-rakhine-state-still-need-aid.html,21.913965,95.956223,disaster
1021,Kenya,25/08/2014 13:20,"UNICEF OPSCEN Brief - Monday, 25 August 2014.docx",AFP - http://news.yahoo.com/suspected-shebab-militants-behead-kenyan-driver-111034324.html,Eastern and Southern Africa,"A group of suspected Shabaab Islamist militants have beheaded a Kenyan driver after kidnapping a group of traders on Kenyan soil near the resort island of Lamu, police said Saturday. The militants kidnapped the traders on Wednesday and took them to the dense Boni forest area in Lamu county. The militants released three of them who were Muslims and beheaded a Christian.",Suspected Shabaab militants behead driver,kenya,Suspected Shabaab militants behead driver,AFP - http://news.yahoo.com/suspected-shebab-militants-behead-kenyan-driver-111034324.html,-0.023559,37.906193,disaster
1022,Mozambique,25/08/2014 13:20,"UNICEF OPSCEN Brief - Monday, 25 August 2014.docx",AFP - http://news.yahoo.com/renamo-rebels-ceasefire-signed-mozambique-government-223754299.html,Eastern and Southern Africa,"Mozambique's government and former rebel movement Renamo have signed a ceasefire ending two years of armed conflict, Renamo said on Sunday. Chief negotiators from the government and Renamo signed the declaration late Sunday night in the capital Maputo ending a nearly year-long negotiation process. The late night declaration came after the two sides reached a general peace agreement a week ago including consensus over the integration of Renamo's remaining armed forces into state security forces.",Renamo rebels say ceasefire signed with government,mozambique,Renamo rebels say ceasefire signed with government,AFP - http://news.yahoo.com/renamo-rebels-ceasefire-signed-mozambique-government-223754299.html,-18.665695,35.529562,disaster
